isbn13,title,authors,categories,thumbnail,published_year,average_rating,ratings_count,description
9781410103277,The End of Nana Sahib,Jules Verne,Fiction,http://books.google.com/books/content?id=aBYMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.62,186.0,"A few years after the Indian Mutiny, this story follows a group of men who travel long distances in enchantment in an amazing moving house, with one of the marvelous steam elephants leading them on foot to experience their numerous adventures and the fascinating events surrounding Nana Sahib."
9781411401006,The Taming of the Shrew,William Shakespeare,,,2003.0,3.8,454.0,"Presents the authentic version of Shakespeare's play alongside a modern edition, complete with marginal notes and explanations and detailed descriptions of each character."
9781411404366,Sparknotes Henry IV,John Crowther,Study Aids,,2005.0,3.88,233.0,"Presents the authentic version of Shakespeare's play alongside a modern edition, complete with marginal notes and explanations and detailed descriptions of each character."
9781411665309,Existential Meditation,Simon Cleveland,Existentialism,http://books.google.com/books/content?id=8-2zkuSOPWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,4.91,11.0,"In this three-part discourse, Simon Cleveland offers his perspective on life, which is informed by the latest scientific developments in cosmology and quantum mechanics and analysis of the works from some of America's most prominent writers and philosophers. The book explores topics such as time'ness, consciousness, and the evolution of our essence. Furthermore, the author discusses the development of immortality."
9781411677319,A Million Little Pieces of Feces,Python Bonkers,Fiction,http://books.google.com/books/content?id=gkdqQv-aFnAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,3.55,42.0,"The book shares an alphabetical lineage with the Frey book, but lacks melodramatic redemption. It is not parody of the same book and its author acknowledges that they still commission redemption stories, which are always more entertaining."
9781411683051,The Master and Margarita,Mikhail Afanasevich Bulgakov,Fiction,http://books.google.com/books/content?id=Xw_WwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.31,489.0,"The city of Moscow, 1929, has become a place of corruption and fear, with people deserting their morals and spirituality in search of redemption. When he brings along an unfamiliar group of characters, including pyschological animals and military strategists like the Red Army Air Force Museum, all the sudden things happen."
9781412040556,The Radical Right and the Murder of John F. Kennedy,Harrison E. Livingstone,History,http://books.google.com/books/content?id=LD8TUAGSuMoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,3.22,9.0,"In his fifth book on the death of JFK, The Radical Right and the Murder of John F. Kennedy, Harrison E. Livingstone brings together all the key evidence for a domestic Right Wing conspiracy based in Texas that led to the President's assassination on November 22, 1963, with detailed discussions on medical evidence, fake autopsy results, and X-rays."
9781413480948,A Dracula Handbook,Elizabeth Miller,Education,http://books.google.com/books/content?id=uyp0g5Jz318C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,4.23,10.0,"A book that provides a comprehensive and accessible overview of Dracula, designed for both general knowledge and academic pursuits. The book uses question and answer questions to cover introductory topics such as the vampire myth, Bram Stoker's life, the novel'Story, its source material, and the legendary Vladislav Ivanovic (known as ""Vladky"" in Latin)."
9781413900200,Gunslinger Girl,Yu Aida,Comics & Graphic Novels,http://books.google.com/books/content?id=1PgUyf2ebqIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.86,886.0,"After surviving a brutal attack that claimed her family's life, Henrietta is rescued by the Social Welfare Agency, who uses robotic components to repair her body and brainwash her to forget her past and become cyborg killer."
9781413901474,Pretear,Kaori Naruse;Junichi Satou,Comics & Graphic Novels,http://books.google.com/books/content?id=RuR4lHrRzjwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.96,286.0,"A young boy who takes Himeno to a fantasy world where she needs the help of 'Pretear,' changes her troubled life for the better."
9781414302683,Shaken,Jerry B. Jenkins;Tim F. LaHaye;Chris Fabry,Juvenile Fiction,http://books.google.com/books/content?id=mEXkmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.3,208.0,"In the wake of a global earthquake, the Young Trib Force is engaged in an ongoing battle against malevolent forces."
9781414305776,The Regime,Tim F. LaHaye;Jerry B. Jenkins,Fiction,http://books.google.com/books/content?id=mIW6HAbUDLMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.11,3546.0,"In the second prequel, the Antichrist rises and the main characters, Rayford, Chloe, and Buck, journey to the Rapture where they will experience the seven-year Tribulation."
9781414306346,Looking for God in Harry Potter,John Granger,Literary Criticism,http://books.google.com/books/content?id=2GZlm91NNEgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.13,1321.0,"Presents a Christian outlook on the initial six books, contending that the series upholds biblical teaching rather than the occult, and provides details on character names, imagery, traits, or themes."
9781416500339,Oedipus the King,Sophocles;Frederic Will;Bernard Knox,Drama,http://books.google.com/books/content?id=jn1bNT1eRbMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.69,706.0,"A collection of readable and reasonably priced volumes that feature the author's biography, background information, timeline, plot outline, explanatory notes, critiques, questions, and book recommendations."
9781416500391,Gulliver's Travels and A Modest Proposal,Jonathan Swift;Jesse Gale,Fiction,http://books.google.com/books/content?id=WWBccP5LebcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.79,2001.0,"A collection of readable and reasonably priced volumes that feature the author's biography, background information, timeline, plot outline, explanatory notes, critiques, questions, and book recommendations."
9781416503590,If You Dare,Kresley Cole,Fiction,http://books.google.com/books/content?id=8EIlLgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.0,10409.0,"In If You Dare, Cole presents a thrilling new love story featuring Scottish siblings with dangerous personalities, dark longings, and deadly curse. Will the band of soldiers under General Reynaldo Pascal's command in the Pyrenees be able to carry out his revenge?"
9781416505495,Have Space Suit  Will Travel,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=BG3SjVi5AvAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.89,22399.0,"In a soap opera, Kip Russell's teenage self-made spacesuit won second place and later finds himself on the moon."
9781416505518,Tunnel in the Sky,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=NPSP1e8xCNQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.93,9996.0,"The students take a two-to-ten day final exam in Advanced Survival and discover that something has gone wrong with the gate, leading to an endless struggle for life after fighting against the elements and wildlife."
9781416505525,Citizen of the Galaxy,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=wksN1qnkooAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.98,11269.0,A man with numerous extracurricular activities buys a young person who has only lived as if they were enslaved in space.
9781416507772,Where Are the Children?,Mary Higgins Clark,Fiction,http://books.google.com/books/content?id=cWA5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.02,38583.0,"Nancy Harmon had to flee the heartbreak of her first marriage, the gruesome murders of both her young children, and the shocking accusations against her. She changed her name, dyed her hair, fled her beloved Californian hometown of Cape Cod, returned home to her two other children from Hawaii, but now finds herself in another relationship with an adorable child. Only one day does she find herself alone in bed with only one red mitten...it's just beginning to get even further into the darkness that these children are missing."
9781416507819,Star Trek: Voyager: String Theory #3,Heather Jarman,Fiction,http://books.google.com/books/content?id=CnaYmzPI1gwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,3.8,313.0,"Chakotay takes over the Voyager after the death of Captain Janeway, but soon enough, Paris, Kim, and the Doctor vanish from the ship, while Q, the Federation's old navyter, whisks two of the missing crewmen away on an anti-gravity mission, as well as a conflict in the Monorhan system that threatens to engulf the entire universe."
9781416508953,Wind Rider's Oath,David Weber,Fiction,http://books.google.com/books/content?id=DjVIPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.02,2714.0,"The War God's Own features Bahzell of the Hradani, a compelling fantasy adventurer who convinced Baron Tellian to surrender power to him."
9781416509370,On Basilisk Station,David Weber,Fiction,http://books.google.com/books/content?id=wfAcswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.13,32510.0,"In her mission to save a major space station, Honor Harrington and her vessel, the Fearless, execute remarkable flying maneuvers instead of being hidden away."
9781416509387,1635: Cannon Law,Eric Flint;Andrew Dennis,Fiction,http://books.google.com/books/content?id=dpVYaFSYmYEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006.0,3.75,1299.0,"Sharon Nichols leads the diplomatic team of Grantville in a deadlock with Pope Urban VIII in Rome in 1635, as an ambitious Cardinal Borja begins his sinister plans, mysterious mooks are stirring up trouble, Spain's armies prepare for an attack on the Kingdom of Naples and Frank Stone finds himself in the middle of it all."
9781416509646,The Farthest Shore,Ursula K. Le Guin,Fiction,http://books.google.com/books/content?id=DhjM7kxbrLAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,4.13,76746.0,Ged sets out to examine the ancient predictions of Earthsea after Enlad's prince informs them that the wizards have lost their spells.
9781416509875,A Hunger Like No Other,Kresley Cole,Fiction,http://books.google.com/books/content?id=5GXVvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.2,54596.0,Kresley Cole's intense and unforgettable book follows the unlikely pairing of a formidable werewolf and vengeful vampire who become soul mates and challenge the limits of life and death.
9781416509882,No Rest for the Wicked,Kresley Cole,Fiction,http://books.google.com/books/content?id=LRAXxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.3,44804.0,"A stunning vampire and her slaying partner are the subjects of the second novel in Kresley Cole's Immortals After Dark series, which is set in the shadows."
9781416510871,Playing Easy to Get,Kresley Cole;Sherrilyn Kenyon;Jaid Black,Fiction,http://books.google.com/books/content?id=-shysdG-bA4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.14,12407.0,"The three novels depict an aspiring policeman who pursues his passions, a brutal vampire hunter with vengeful valkyrie, and neo-Viking grooming warrior who lures the bride of his unenforced lover to 'an invading world'."
9781416513414,Sahara,Clive Cussler,Fiction,http://books.google.com/books/content?id=_vYfC_A113AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,3.96,45.0,"DIRK PITT, an Egyptian citizen, stops the attempted assassination attempt on a U.N. scientist in 1996 while searching for relics on the Nile. The disease is driving thousands of North Africans into madness, cannibalism, and death. This suspected epidemic is caused by vast scale pollution that threatens all life in the world's seas. Pitt and his team, equipped with an extraordinary, state-of-the-art technology, are determined to prevent an environmental catastrophe from being turned against humanity."
